epoch,train_loss,val_loss,val_mean_auc
1,0.915278435315301,1.1386325878672081,0.8756850047930534
2,0.8717424178498258,1.0278111185767862,0.8893891287141044
3,0.8560917996290381,1.1107645341665437,0.8956885952569694
4,0.8436118801342775,1.1402881349077318,0.8705791307263935
5,0.8323647785379581,1.1492528620332774,0.8831443064737954
6,0.8215785871272064,1.0997451006776036,0.8876566626113579
7,0.7878608214372209,1.2116914031529191,0.8736148673460544
